번호,본부,사업소,팀,작업명,위험요인,안전조치방법
1194,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",감전,1. 테스터기 리드봉 절연캡 보호
1195,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",감전,2. 절연공구류 및 절연장갑 사용
1196,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",감전,3. 작업 종료 후 주 전원 투입
1197,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",감전,4. 도전성 물품 착용 금지 
1198,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검","베임, 끼임",1. 배전반 안쪽 날카로운 개소 마감재 설치 
1199,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검","베임, 끼임",2. 안전보호구 착용
1200,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",떨어짐,1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1201,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",떨어짐,2. K형 사다리 사용
1202,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",떨어짐,3. 2M이상 작업 시 전체식 안전대 및 죔줄 착용
1203,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",떨어짐,4. 2인 1조 작업시행
1204,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",과도한 힘 동작,1. 중량물 취급 규정에 따른 작업 
1205,광주본부,광주전기사업소,전철팀,"예비전원설비(충전장치,UPS,축전지) 점검",과도한 힘 동작,2. 작업 중 스트레칭 실시 
1206,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,1. 절연공구류 및 절연장갑 사용
1207,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,2. 주전원 차단 및 안전잠금장치 (LOTO) 설치 후 작업
1208,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,3. 작업 종료 후 주 전원 투입
1209,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,4. 도전성 물품 착용 금지 
1210,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,5. 충전부에 보호설비 설치
1211,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,6. 작업 전 휴대용 검전기를 통한 단전 확인 
1212,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,감전,"7. 저압배전반 내 전력설비 작업 시 단전승인 후 작업(열차운행 관련 작업, 문서 참조)"
1213,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,"베임, 끼임",1. 분전반 안쪽 날카로운 개소 마감재 설치 
1214,광주본부,광주전기사업소,전철팀,분전반 시험 및 측정,"베임, 끼임",2. 안전보호구 착용
1215,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",열차 접촉,1. 열차확인 및 지적확인 
1216,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",열차 접촉,2. 열차접근 경보앱 및 연동장치 사용
1217,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",열차 접촉,3. 운행안전 협의서 작성 
1218,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",열차 접촉,4. 선로변 작업 시 열차감시자 배치 
1219,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",맞음,1. 조작 전 안전거리 확보(5M) 
1220,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",맞음,2. 안전보호구 착용 
1221,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",맞음,"3. 이물질 제거 시 안전보호구 착용(보안경, 안전모 등) "
1222,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",떨어짐,1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1223,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",떨어짐,2. K형 사다리 사용
1224,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",떨어짐,3. 2M이상 작업 시 전체식 안전대 및 죔줄 착용
1225,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",떨어짐,4. 2인 1조 작업시행
1226,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",감전,1. 절연공구류 및 절연장갑 사용
1227,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",감전,2. 전원 차단 및 안전잠금장치(LOTO) 설치 후 측정
1228,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",감전,3. 작업 종료 후 주 전원 투입
1229,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",감전,4. 도전성 물품 착용 금지 
1230,광주본부,광주전기사업소,전철팀,"조명타워(승하강식,고정식) 점검 및 보수",감전,5. 충전부에 보호설비 설치
1231,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",부딪힘,1. 열차확인 및 지적확인 
1232,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",부딪힘,2. 열차접근 경보앱 및 연동장치 사용
1233,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",부딪힘,3. 운행안전 협의서 작성 
1234,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",부딪힘,4. 열차감시원 배치
1235,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",베임,1. 지정된 공구류 및 안전보호구 사용
1236,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",베임,2. 절단방지장갑 착용
1237,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",베임,3. 절연체 탈피기 사용 시 2인1조 작업
1238,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,1. 검전기로 단전유무 확인 
1239,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,2. 급전계통 숙지 
1240,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,3. 작업 시행전 단전 작업 감전예방체크리스트 작성
1241,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,4. 작업단계별 6단계 확인
1242,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,5. 절연공구류 및 절연장갑 착용 
1243,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,6. 급단전지조 및 지적확인 환호응답 확인
1244,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,7. 손목형 검전기 착용
1245,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,8. 접촉식 검전기로 단전유무 확인 및 3상 단락접지 설치위치 확인 
1246,광주본부,광주전기사업소,전철팀,"고압케이블접속(직선, 단말)",감전,9. 동시수용개소 작업 시 전체단전 후 작업
1247,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",떨어짐,1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1248,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",떨어짐,2. K형 사다리 사용
1249,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",떨어짐,3. 2M이상 작업 시 전체식 안전대 및 죔줄 착용
1250,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",떨어짐,4. 2인 1조 작업시행
1251,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",과도한 힘· 동작,1. 2인 1조로 하여 교대로 작업
1252,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",과도한 힘· 동작,2. 작업 전후 스트레칭 시행
1253,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",과도한 힘· 동작,3. 진동발생 공기구류 사용법 숙지 
1254,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",베임,절단방지장갑 및 안전보호구 착용 
1255,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",감전,1. 전원 차단 및 안전잠금장치(LOTO) 설치 후 측정
1256,광주본부,광주전기사업소,전철팀,"저압 배관, 배선 작업",감전,2. 검전기로 단전유무 확인 
1257,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",1. 절단방지장갑 사용
1258,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",2. 안전덮개(방호장치)를 사용
1259,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",3. 사용 전 그라인더 날 상태 확인
1260,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",4. 그라인더 보조 손잡이 사용
1261,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",5. 그라인더 날 교체 후 3분간 시운전 시행
1262,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",6. 가공물 고정기구 사용
1263,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",7. 적정방법으로 작업시행
1264,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,"찰과상, 베임",8. 사용 대상에 따른 적정 날 사용
1265,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,화상,1. 작업 시 불꽃 주의 
1266,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,화상,2. 비산물 우려 반팔 작업 금지
1267,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,화상,"3. 보안면, 보안경 착용 "
1268,광주본부,광주전기사업소,전철팀,기계기구(그라인더) 작업,화상,4. 가연성물질 보관장소에서 사용금지
1269,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,부딪힘,업무협의 
1270,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,부딪힘,열차시간표 소지
1271,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,부딪힘,무선교신 
1272,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,부딪힘,안전라인 설치 후 작업
1273,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,부딪힘,5. 열차접근 경보앱 및 연동장치 사용
1274,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,1. 검전기로 단전유무 확인 
1275,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,2. 급전계통 숙지 
1276,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,3. 작업 시행전 단전 작업 감전예방체크리스트 작성
1277,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,4. 작업단계별 6단계 확인
1278,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,동시수용개소의 경우 2회선 단전이 어려울 경우 열화상측정으로 대체
1279,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,절연공구류 및 절연장갑 착용 
1280,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,측정 작업 전 방전시행
1281,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,급단전지조 및 지적확인 환호응답 확인 
1282,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,손목형 검전기 착용 
1283,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,감전,시험전압 인가 시 도전부 접촉 금지 
1284,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,깔림,1. 옥외변대 작업 전 경첩 등 사전점검 사전점검 
1285,광주본부,광주전기사업소,전철팀,고압케이블 시험 및 측정,깔림,
1286,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,1. 검전기로 단전유무 확인
1287,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,2. 급전계통 숙지
1288,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,3. 감전예방체크리스트 작성
1289,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,4. 작업단계별 6단계 확인
1290,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,5. 절연공구류 및 절연장갑 착용
1291,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,6. 급단전지조 및 지적확인 환호응답 확인 시행
1292,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,"7. CTT,PTT 1,2차 결선도 파악 후 작업"
1293,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,8. 손목형 검전기 착용
1294,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,감전,9. 급전표시 경광등 작업개소 부착 
1295,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,넘어짐,1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1296,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,넘어짐,2. 2인 1조 작업시행
1297,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,과도한,중량물 작업 시 작업 전 스트레칭 
1298,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,힘 동작,2인1조 작업 
1299,광주본부,광주전기사업소,전철팀,보호계전기 정밀점검,부딪힘,안전보호구(안전모) 착용 
1300,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,부딪힘,1. 업무협의 
1301,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,부딪힘,2. 열차시각표 소지
1302,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,부딪힘,3. 무선교신 
1303,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,부딪힘,4. 안전라인 설치 후 작업
1304,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,부딪힘,5. 열차접근 경보앱 및 연동장치 사용
1305,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,1. 접촉식 검전기로 단전유무 확인 및 3상 단락접지 설치위치 확인 
1306,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,2. 급전계통 숙지 
1307,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,3. 감전예방체크리스트 작성
1308,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,4. 작업단계별 6단계 확인(접지걸이 설치 등)
1309,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,5. 동시수용개소의 경우 2회선 동시 단전이 어려울 경우 열화상 측정으로 대체
1310,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,6. 절연공구류 및 절연장갑 착용 
1311,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,7. 측정 작업 전ㆍ후 잔류전하 방 전시행
1312,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,8. 급단전지조 및 지적확인 환호응답 확인 시행
1313,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,9. 손목형 검전기 착용
1314,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,10. 급전표시 경광등 작업개소 부착 
1315,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,감전,11. 통전표시기 부착
1316,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,"부딪침, 끼임 등",1. 안전보호구(안전모 등) 착용 
1317,광주본부,광주전기사업소,전철팀,변압기 시험 및 측정,"부딪침, 끼임 등",2. 야간작업 시 조도확보(조명 등)
1318,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,과도한 힘·동작,1. 중량물 작업 시 작업 전 스트레칭 
1319,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,과도한 힘·동작,2. 2인1조 작업 
1320,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,떨어짐(넘어짐),1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1321,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,떨어짐(넘어짐),2. K형 사다리 사용
1322,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,떨어짐(넘어짐),3. 2M이상 작업 시 전체식 안전대 및 죔줄 착용
1323,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,떨어짐(넘어짐),4. 2인 1조 작업시행
1324,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,감전,1. 검전기(손목형) 착용 
1325,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,감전,2. 차단기 ON/OFF 확인 
1326,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,맞음,1. 안전보호구(안전모) 착용 
1327,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,맞음,2. 작업 중 안전라인 설치
1328,광주본부,광주전기사업소,전철팀,조명설비 점검 및 보수,맞음,3. 하부 작업자는 상부작업자 작업위치 반대방향에 위치
1329,광주본부,광주전기사업소,전철팀,(통신) 배선반 배선작업,베임,1. 배선반 안쪽 날카로운 개소 마감재 설치 
1330,광주본부,광주전기사업소,전철팀,(통신) 배선반 배선작업,과도한 힘·동작,1. 작업 중 스트레칭 시행
1331,광주본부,광주전기사업소,전철팀,(통신) 배선반 배선작업,과도한 힘·동작,2. 플로어덕트 작업 시 전용공구(흡착기) 사용
1332,광주본부,광주전기사업소,전철팀,(통신) 배선반 배선작업,과도한 힘·동작,3. 안전보호구 착용 
1333,광주본부,광주전기사업소,전철팀,(통신) 배선반 배선작업,과도한 힘·동작,4. 작업 전 공구사용법 숙지 
1334,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,부딪힘,1. 업무협의 
1335,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,부딪힘,2. 열차시각표 소지
1336,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,부딪힘,3. 무선교신 
1337,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,부딪힘,4. 열차접근 경보앱 및 연동장치 사용
1338,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,부딪힘,5. 열차감시원 배치
1339,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,떨어짐,1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1340,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,떨어짐,2. K형 사다리 사용
1341,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,떨어짐,3. 2M이상 작업 시 전체식 안전대 및 죔줄 착용
1342,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,떨어짐,4. 2인 1조 작업시행
1343,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,감 전,1. 검전기(손목형) 착용 
1344,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,베임,1. 함체 안쪽 날카로운 개소 마감재 설치 
1345,광주본부,광주전기사업소,전철팀,(통신) 방송장비 점검 및 보수,베임,2. 안전보호구 착용 
1346,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,부딪힘,1. 업무협의 
1347,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,부딪힘,2. 열차시각표 소지
1348,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,부딪힘,3. 무선교신 
1349,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,부딪힘,4. 열차접근 경보앱 및 연동장치 사용
1350,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,부딪힘,5. 열차감시원 배치
1351,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,떨어짐,1. 이동식사다리 안전작업지침에 의한 작업시행(3.5M 이하)
1352,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,떨어짐,2. K형 사다리 사용
1353,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,떨어짐,3. 2M이상 작업 시 전체식 안전대 및 죔줄 착용
1354,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,떨어짐,4. 2인 1조 작업시행
1355,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,감전,1. 검전기(손목형) 착용 
1356,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,베임,1. 함체 안쪽 날카로운 개소 마감재 설치 
1357,광주본부,광주전기사업소,전철팀,(통신) CCTV 점검 및 보수,베임,2. 안전보호구 착용 
1358,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,1. 업무협의
1359,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,2. 열차시각표 휴대
1360,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,3. 단락동선 설치 후 작업 시행
1361,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,4. 열차접근 시 무선통화 
1362,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,5. 열차감시원 배치(단선 2인)
1363,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,6. 열차접근 경보앱 및 연동장치 사용
1364,광주본부,광주전기사업소,전철팀,탈선복구 훈련,부딪힘,7. 열차감시원 휴대폰 사용금지
1365,광주본부,광주전기사업소,전철팀,탈선복구 훈련,과도한 힘·동작,1. 중량물 공구류 사용 시 작업 전 스트레칭 
1366,광주본부,광주전기사업소,전철팀,탈선복구 훈련,과도한 힘·동작,2. 2인1조 작업 시행
1367,광주본부,광주전기사업소,전철팀,탈선복구 훈련,과도한 힘·동작,3. 중량물 취급요령 준수
1368,광주본부,광주전기사업소,전철팀,탈선복구 훈련,넘어짐,안전보호구 착용 
1369,광주본부,광주전기사업소,전철팀,탈선복구 훈련,넘어짐,지적확인 및 전방주시 
1370,광주본부,광주전기사업소,전철팀,탈선복구 훈련,유해. 위험물질 접촉,1. 안전보호구(보안면) 착용 
1371,광주본부,광주전기사업소,전철팀,탈선복구 훈련,유해. 위험물질 접촉,2. 유압작동유 접촉 시 즉시 세척
1372,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,1. 운행안전협의 철저
1373,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,"2. 열차감시자 배치(단선, 구내: 2인)"
1374,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,3. 인접선로 차단 승인 후 작업
1375,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,4. 작업자 이동방향 주시
1376,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,5. 경고표지 및 안전쿠션설치
1377,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,6. 인접선로 단락동선 설치
1378,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,7. 열차시각표 소지 및 최신화
1379,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",부딪힘․접촉,8. 안전보호구 착용
1380,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",넘어짐,1. 접지걸이 설치 대상개소 접근경로 파악
1381,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",떨어짐,1. 전체식 안전대 및 죔줄착용
1382,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",떨어짐,2. 고소작업 시 추락방지대 사용
1383,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",과도한 힘·동작,1. 중량물 취급요령 준수 및 2인 1조 작업
1384,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",과도한 힘·동작,2. 이중도르래 및 장선기(50M) 사용
1385,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",맞음,"1. 작업지점 수직 하부 공구, 자재 낙하 우려에 따른 작업자 배치 금지"
1386,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",감전,1. 안전모 활선경보기 부착
1387,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",감전,2. 접촉식 검전기로 단전확인
1388,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",감전,3. 접지걸이 취급 시 절연장갑착용
1389,광주본부,광주전기사업소,전철팀,"전차선, 조가선 수하복구 작업",감전,4. 고압배전선로 근접(2M) 개소는 전력 단전 후 작업
1390,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",질 식,1. 수신반 솔레노이드 밸브 연동스위치를 정지위치로 전환 후 작업
1391,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",질 식,2. 밀폐공간 작업허가 후 소화약제실의 기동용기함 안전핀 체결
1392,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",질 식,"3. 공기호흡기, 송기마스크 착용 교육"
1393,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",질 식,4. 이산화탄소소화설비 작동 대비 피난로 숙지 및 출입문 개방
1394,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",질 식,5. 이산화탄소 소화설비개소 출입 전 산소농도 확인 
1395,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",넘어짐,1. 안전보호구 착용 
1396,광주본부,광주전기사업소,전철팀,"이산화탄소 소화설비 개소 점검(변전소 내 통신설비, CCTV 등)",넘어짐,2. 응급구조기관 구조요청 관련 연락망 확보
1397,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),넘어짐,1. 이동 시에 운전원만 탑승
1398,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),넘어짐,2. 운행경로 내 경사면 이동 지양(평탄면 이용)
1399,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),넘어짐,3. 이동 시에 장비유도원 배치
1400,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),넘어짐,4. 고소작업대 3인 이상 탑승 금지
1401,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),부딪힘,1. 과상승 방지장치 기능상태 확인
1402,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),부딪힘,2. 이동 시 장비유도원 배치
1403,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),부딪힘,3. 안전보호구 착용 
1404,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),떨어짐,1. 고소작업 시 전체식 안전대 및 안전죔줄 착용
1405,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),맞음,1. 안전라인 설치 후 작업
1406,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),맞음,2. 안전라인 내 접근금지
1407,광주본부,광주전기사업소,전철팀,고소작업대 작업(조명 및 배선 등),과도한 힘·동작,1. 중량물 공구류 사용 시 작업 전 스트레칭 
1408,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,1. 운행안전협의 시 임시열차 등 확인
1409,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,2. 열차시각표 휴대
1410,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,3. 차단선로 단락동선 설치 후 
1411,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,작업 시행
1412,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,4. 운행선 진출입 시 무선통화 
1413,광주본부,광주전기사업소,전철팀,부하개폐기 점검,부딪힘,5. 열차감시원 배치(단선 2인)
